rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
275,Cement,"Harleyville Plant","Lafarge North America Inc","South Carolina",Dorchester,33.215,-80.45,P
276,Cement,"Holly Hill Plant","Holcim (US) Inc","South Carolina",Orangeburg,33.322,-80.408,P
277,Cement,"Rapid City Plant","GCC Dacotah Inc","South Dakota",Pennington,44.08,-103.228,P
278,Cement,"Signal Mountain","Buzzi Unicem USA Inc",Tennessee,Hamilton,35.047,-85.315,P
279,Cement,"Knoxville Plant","Cemex USA",Tennessee,Knox,35.99,-83.877,P
280,Cement,"Capitol Cement (San Antonio) Plant","Capitol Aggregates Ltd",Texas,Bexar,29.473,-98.463,P
281,Cement,"Plant 1604 (San Antonio)","Alamo Cement Co",Texas,Bexar,29.473,-98.463,P
282,Cement,"Balones Plant","Cemex USA",Texas,Comal,29.7,-98.128,P
283,Cement,"Hunter Plant","TXI Corp",Texas,Comal,29.7,-98.128,P
284,Cement,"Odessa Plant","Cemex USA",Texas,Ector,31.83,-102.35,P
285,Cement,"Midlothian Plant","TXI Corp",Texas,Ellis,32.318,-96.757,P
286,Cement,"Midlothian Plant","Ash Grove Cement Co",Texas,Ellis,32.482,-96.995,P
287,Cement,"Midlothian Plant","Holcim (US) Inc",Texas,Ellis,32.482,-96.995,P
288,Cement,"Texas - Lehigh Cement","Texas - Lehigh Cement Co",Texas,Hays,30.072,-97.857,P
289,Cement,"Waco Plant","Lehigh Portland Cement Co",Texas,McLennan,31.482,-97.246,P
290,Cement,"Maryneal Plant","Buzzi Unicem USA Inc",Texas,Nolan,32.443,-100.537,P
291,Cement,"Leamington Plant","Ash Grove Cement Co",Utah,Juab,39.748,-112.358,P
292,Cement,"Devil's Slide Plant","Holcim (US) Inc",Utah,Morgan,41.071,-111.546,P
293,Cement,"Roanoke Plant","Roanoke Cement Co",Virginia,Botetourt,37.629,-80.002,P
294,Cement,"Riverton Plant","Riverton Corp (Essroc Cement Corp)",Virginia,Warren,38.954,-78.195,P
295,Cement,"Seattle Plant","Ash Grove Cement Co",Washington,King,47.765,-122.346,P
296,Cement,"Seattle Plant","Lafarge North America Inc",Washington,King,47.765,-122.346,P
297,Cement,"Bellingham Plant","Lehigh Cement Co",Washington,Whatcom,48.737,-122.474,P
298,Cement,"Martinsburg Plant","Capitol Cement Corp (Essroc Cement Corp)","West Virginia",Berkeley,39.457,-77.967,P
299,Cement,"Mountain Cement","Centex Corp",Wyoming,Albany,41.312,-105.585,P
300,Chromium,"Castle Hayne","Elementis Chromium LP (formerly Occidental Chemica","North Carolina","New Hanover",34.356,-77.865,P
301,Chromium,"Corpus Christi","Elementis Chromium LP",Texas,Nueces,27.804,-97.434,P
302,Cobalt,"Buick-Casteel Mine","Doe Run Resources Corp",Missouri,Iron,37.604,-91.132,M
303,Cobalt,"Glover Smelter","Doe Run Resources Corp",Missouri,Iron,37.482,-90.692,P
304,Cobalt,"Herculaneum Smelter","Doe Run Resources Corp",Missouri,Jefferson,38.261,-90.378,P
305,Cobalt,"Stillwater Mine","Stillwater Mining Co",Montana,Stillwater,45.388,-109.892,M
306,Cobalt,"Columbus Smelter and Refinery","Stillwater Mining Co",Montana,Stillwater,45.633,-109.24,P
307,Cobalt,"East Boulder Mine","Stillwater Mining Co",Montana,"Sweet Grass",45.508,-110.083,M
308,Columbium,Albany,"Wah Chang",Oregon,Linn,44.657,-123.062,P
309,Columbium,Robesonia,"Reading Alloys Inc",Pennsylvania,Berks,40.348,-76.126,P
310,"Columbium and(or) tantalum",Newton,"HC Starck Inc",Massachusetts,Middlesex,42.31,-71.214,P
311,"Columbium and(or) tantalum",Boyertown,"Cabot Supermetals",Pennsylvania,Berks,40.341,-75.666,P
312,"Columbium and(or) tantalum",Latrobe,"Kennametal Inc",Pennsylvania,Westmoreland,40.279,-79.422,P
313,"Common Clay and Shale","Henry Mine","Henry Brick Co",Alabama,Dallas,32.383,-87.082,M/P
314,"Common Clay and Shale","Bessemer Clay Mine","Boral Bricks Inc",Alabama,Jefferson,33.344,-86.968,M/P
315,"Common Clay and Shale","Leeds Shale Mine","Lehigh Portland Cement Co",Alabama,Jefferson,33.548,-86.54,M/P
316,"Common Clay and Shale","Montgomery Cty Clay Mine  Excelsior Division","Jenkins Brick Co  Excelsior",Alabama,Montgomery,32.393,-86.304,M/P
317,"Common Clay and Shale","Russell County Mines #1 Pit-Bussey","Boral Bricks Inc",Alabama,Russell,32.445,-84.994,M/P
318,"Common Clay and Shale","Hebble Mine","National Cement Co",Alabama,"Saint Clair",33.74,-86.193,M/P
319,"Common Clay and Shale","Idalia Hill Pit & Riverside Plant","Riverside Clay Co",Alabama,"Saint Clair",33.588,-86.241,M/P
320,"Common Clay and Shale","Roberta Pit & Plant","Lafarge Corp",Alabama,Shelby,33.178,-86.607,M/P
321,"Common Clay and Shale","Livlite Mine & Mill","Big River Industries,  Inc",Alabama,Sumter,32.559,-88.194,M/P
322,"Common Clay and Shale","Tubbs Hill Mine","Amer Olean Tile Co",Alabama,Walker,33.526,-86.763,M/P
323,"Common Clay and Shale",Tolleson,"Phoenix Brick Yard",Arizona,Maricopa,33.431,-112.082,M/P
324,"Common Clay and Shale","Pantand Pit","Phoenix Brick Yard",Arizona,Pima,33.565,-112.039,M/P
325,"Common Clay and Shale","Arkadelphia Mine","Hope Brick Wks",Arkansas,Clark,35.474,-93.424,M/P
326,"Common Clay and Shale","Craighead County Mines","Wheeler Brick Co",Arkansas,Craighead,35.854,-90.756,M/P
327,"Common Clay and Shale","West Memphis Mine","General Shale Products Corp",Arkansas,Crittenden,35.112,-90.293,M/P
328,"Common Clay and Shale","Hot Spring County Mines - 3 Operations","Justin Indus  Featherlt Bldg",Arkansas,"Hot Spring",34.365,-92.854,M/P
329,"Common Clay and Shale","Eureka Plant","Acme Brick Co",Arkansas,Johnson,35.496,-93.355,M/P
330,"Common Clay and Shale",Glenwood,"Certainteed Corp",Arkansas,Montgomery,34.376,-93.563,M/P
331,"Common Clay and Shale","Fort Smith Pit & Plant","Acme Brick Co",Arkansas,Sebastian,35.358,-94.393,M/P
332,"Common Clay and Shale","Port Costa Mine & Plant","Pacific Custom Materials",California,"Contra Costa",38.043,-122.186,M/P
333,"Common Clay and Shale","Atkinson Brick","Atkinson Brick Co",California,"Los Angeles",33.814,-117.238,M/P
334,"Common Clay and Shale","Brickyard Clay Pit","Castaic Clay Mfg Co",California,"Los Angeles",34.515,-118.616,M/P
335,"Common Clay and Shale","Lincoln Pit","Gladding Mcbean & Co",California,Placer,38.901,-121.316,M/P
336,"Common Clay and Shale","Riverside County Pits (5 Operations)","Pacific Clay Prods Co",California,Riverside,33.726,-117.393,M/P
337,"Common Clay and Shale","Oro Grande Plant","TXI Riverside Cement",California,"San Bernardino",34.597,-117.338,M/P
338,"Common Clay and Shale",Davenport,"RMC Pacific Materials Inc",California,"Santa Cruz",37.069,-122.256,M/P
339,"Common Clay and Shale","Falkenbury  Quarry & Mill","CBR Cement Corp -  Calaveras Cement Co",California,Shasta,40.739,-122.317,M/P
340,"Common Clay and Shale","Ventura County Operations","Pacific Customs Materials",California,Ventura,34.812,-119.014,M/P
341,"Common Clay and Shale","Hogback 3 & 4","Robinson Brick & Tile Co",Colorado,Douglas,39.481,-105.081,M/P
342,"Common Clay and Shale",Pioneer,"Robinson Brick & Tile Co",Colorado,Douglas,39.486,-104.756,M/P
343,"Common Clay and Shale",Ute,"Robinson Brick & Tile Co",Colorado,Douglas,39.449,-104.963,M/P
344,"Common Clay and Shale","Apache No 9","Robinson Brick & Tile Co",Colorado,"El Paso",38.998,-104.35,M/P
345,"Common Clay and Shale",Buffalo,"Robinson Brick & Tile Co",Colorado,Elbert,39.345,-104.472,M/P
346,"Common Clay and Shale","Dawson Pit","Denver Brick Co",Colorado,Elbert,39.339,-104.817,M/P
347,"Common Clay and Shale","8 Mile Clay Pit","Summit Brick And Tile Co",Colorado,Fremont,38.498,-105.35,M/P
348,"Common Clay and Shale","Beaver Creek Red Pit","Summit Brick And Tile Co",Colorado,Fremont,38.498,-105.097,M/P
349,"Common Clay and Shale","Gypsy #1 And #2 Mines","Lakewood Brick & Tile Co",Colorado,Fremont,39.297,-106.044,M/P
350,"Common Clay and Shale","Jefferson Cty Mines-Lakewood Doughty Church","Lakewood Brick & Tile Co",Colorado,Jefferson,39.745,-105.219,M/P
351,"Common Clay and Shale",Lariat,"Robinson Brick & Tile Co",Colorado,Jefferson,39.519,-105.109,M/P
352,"Common Clay and Shale","N & S Chieftain","Robinson Brick & Tile Co",Colorado,Jefferson,39.728,-105.199,M/P
353,"Common Clay and Shale","Ruby St Mn","Parfet G W Estate",Colorado,Jefferson,39.756,-105.231,M/P
354,"Common Clay and Shale","Pueblo Mine & Mill","Summit Brick & Tile Co",Colorado,Pueblo,38.265,-104.593,M/P
355,"Common Clay and Shale",Tomahawk,"Robinson Brick & Tile Co",Colorado,Pueblo,38.182,-104.494,M/P
356,"Common Clay and Shale","Clay Mine & Mill","Redland Brick Inc -Kf Brick Plant",Connecticut,Hartford,41.847,-72.599,M/P
357,"Common Clay and Shale","Russell Mine & Mill","Solite Corp  Fla Solite Co",Florida,Clay,30.067,-81.752,M/P
358,"Common Clay and Shale",,"Coddings Sand & Soil Inc",Florida,Lake,28.8,-81.611,M/P
359,"Common Clay and Shale","#1,2,3 Clay Mines","Cherokee Brick & Tile Co",Georgia,Bibb,32.794,-83.612,M/P
360,"Common Clay and Shale","Burns Brick Co-Mine 1","Boral Bricks Inc",Georgia,Bibb,32.834,-83.621,M/P
361,"Common Clay and Shale","Woolfolk Clay & Shale Mine","Bickerstaff Clay Prod Co",Georgia,Columbus,32.406,-84.958,M/P
362,"Common Clay and Shale","Douglas County Quarry","Blue Circle Atlntc Cmt Co Inc",Georgia,Douglas,34.121,-84.32,M/P
363,"Common Clay and Shale","Harbin Mine","Gen Shale Prod LLC",Georgia,Floyd,36.361,-82.342,M/P
364,"Common Clay and Shale","Neile Georgia Pit","Boral Bricks Inc.",Georgia,Floyd,34.252,-85.37,M/P
365,"Common Clay and Shale","Possum Trot Mine","Florida Tile Industries",Georgia,Floyd,30.356,-81.644,M/P
366,"Common Clay and Shale","Blalock Mine","Gen Shale Prod LLC",Georgia,Fulton,33.787,-84.506,M/P
367,"Common Clay and Shale","Augusta Mine","Boral Bricks Inc",Georgia,Richmond,33.451,-81.952,M/P
368,"Common Clay and Shale","New Douglas","Richards Brick Co",Illinois,Bond,38.97,-89.61,M/P
369,"Common Clay and Shale","Streator Div  Streator Clay Mine","Streator Brick Systems Inc",Illinois,"La Salle",41.11,-88.84,M/P
370,"Common Clay and Shale","Valley View Shale Pit","Valley View Indus Inc",Illinois,Livingston,40.996,-88.781,M/P
371,"Common Clay and Shale","Southern - Logansport Mine","Essroc Cement Corp",Indiana,Cass,40.75,-86.417,M/P
372,"Common Clay and Shale","Speed Clay Mine & Plant","Essroc Cement Corp.",Indiana,Clark,38.412,-85.757,M/P
373,"Common Clay and Shale","Haydite Shale Pit & Plant","Hydraulic-Press Brick Co",Indiana,Morgan,39.526,-86.382,M/P
374,"Common Clay and Shale","Mooresville Shale Pit","General Shale Products Corp",Indiana,Morgan,39.646,-86.379,M/P
375,"Common Clay and Shale","Cayuga Pit & Plant","Colonial Brick Corp",Indiana,Vermillion,39.941,-87.472,M/P
376,"Common Clay and Shale","Mason City Clay Pit","Lehigh Cement Company",Iowa,"Cerro Gordo",43.16,-93.176,M/P
377,"Common Clay and Shale","Redfield Quarry Llc","Glen-Gery Brick",Iowa,Dallas,41.588,-94.188,M/P
378,"Common Clay and Shale","Shale Pit","United Brick & Tile",Iowa,Dallas,41.617,-94.031,M/P
379,"Common Clay and Shale","Sgt Buff Pit & Plant","Sioux Cy Brick & Tile Co",Iowa,Woodbury,42.411,-96.356,M/P
380,"Common Clay and Shale","Humboldt Plant","Monarch Cement Co",Kansas,Allen,37.76,-95.438,M/P
381,"Common Clay and Shale","Clay Mine & Mill","Kansas Brick & Tile",Kansas,Barton,38.455,-98.769,M/P
382,"Common Clay and Shale","Riverton Clay Pit","Misson Clay Prod",Kansas,Cherokee,37.198,-94.709,M/P
383,"Common Clay and Shale",Weir,"Acme Brick Co",Kansas,Cherokee,37.297,-94.773,M/P
384,"Common Clay and Shale","Pit C-77","Cloud Ceramics",Kansas,Clay,39.443,-97.07,M/P
385,"Common Clay and Shale","Pit C-53","Cloud Ceramics",Kansas,Cloud,39.546,-97.6,M/P
386,"Common Clay and Shale","Pit C-54","Cloud Ceramics",Kansas,Cloud,39.542,-97.61,M/P
387,"Common Clay and Shale","Pit C-80","Cloud Ceramics",Kansas,Cloud,39.503,-97.705,M/P
388,"Common Clay and Shale","Crawford County Mines","Mission Clay Products",Kansas,Crawford,37.411,-94.694,M/P
389,"Common Clay and Shale","Vondra Pit And Ellsworth County Mines","Acme Brick Co",Kansas,Ellsworth,38.709,-98.09,M/P
390,"Common Clay and Shale","Mcpherson County Pits And Plant","Buildex Inc",Kansas,McPherson,38.597,-97.812,M/P
391,"Common Clay and Shale","Chanute Quarry","Ash Grove Cement Co",Kansas,Neosho,37.678,-95.448,M/P
392,"Common Clay and Shale","Fredonia Quarry","Lafarge Corp",Kansas,Wilson,37.541,-95.849,M/P
393,"Common Clay and Shale","Princess Mine","Hanson Brick",Kentucky,Boyd,38.376,-82.752,M/P
394,"Common Clay and Shale","Huber Mine And Plant","Kentucky Solite Corporation",Kentucky,Bullitt,38.04,-85.718,M/P
395,"Common Clay and Shale","Ramey Mine","Burge Carl Clay Co",Kentucky,Carter,38.433,-83.122,M/P
396,"Common Clay and Shale","Hancock Cty Mines","Dal Tile Corp",Kentucky,Hancock,37.93,-86.905,M/P
397,"Common Clay and Shale","Coral Ridge Mine & Mill","Gen Shale Products Corp",Kentucky,Jefferson,38.09,-85.719,M/P
398,"Common Clay and Shale","Kosmosdale Mine","Kosmos Cement Company",Kentucky,Jefferson,38.105,-85.76,M/P
399,"Common Clay and Shale","Drake Mine 1","Hanson Brick",Kentucky,Powell,37.883,-83.858,M/P
400,"Common Clay and Shale","Corbin Mine & Mill","Gen Shale Products Corp",Kentucky,Whitley,36.894,-84.09,M/P
401,"Common Clay and Shale","Dixie  Plant","Acme Brick Company",Louisiana,Bienville,32.378,-93.183,M/P
402,"Common Clay and Shale","Barnett & Currie Clay Mines","Texas Industries",Louisiana,Caddo,32.678,-93.955,M/P
403,"Common Clay and Shale","Clay Mine","Big River Industries",Louisiana,"Pointe Coupee",30.533,-91.438,M/P
404,"Common Clay and Shale","Clay Mine","Kentwood Brick & Tile Mfg",Louisiana,"Saint Helena",30.784,-90.7,M/P
405,"Common Clay and Shale","St Tammany County Mines","St Joe Brick Wks Inc",Louisiana,"Saint Tammany",30.27,-89.773,M/P
406,"Common Clay and Shale","Danville Pit","Morin Brick Co",Maine,Androscoggin,44.026,-70.264,M/P
408,"Common Clay and Shale","Buckeystown Mine","Md Clay Prod Inc",Maryland,Frederick,39.41,-77.408,M/P
409,"Common Clay and Shale","Rocky Ridge Plant Shale Bank","Redland Brick Inc",Maryland,Frederick,39.604,-77.325,M/P
410,"Common Clay and Shale","Union Bridge Quarry","Lehigh Cement Company",Maryland,Frederick,39.557,-77.172,M/P
411,"Common Clay and Shale","Muirkirk Pit & Plant","Borden Brick & Tile Co  Md",Maryland,"Prince George's",39.06,-76.882,M/P
412,"Common Clay and Shale","Clay Pit & Plant","Redland Brick Inc",Maryland,Washington,39.635,-77.82,M/P
413,"Common Clay and Shale","Plant No 2 Clay Mine","Stiles & Hart Brick Co",Massachusetts,Plymouth,41.94,-70.946,M/P
414,"Common Clay and Shale","Charlevoix Shale Pit","Cemex Inc",Michigan,Charlevoix,45.315,-85.262,M/P
415,"Common Clay and Shale","Dundee Plant  Dundee Division","Holcim (US) Inc",Michigan,Monroe,41.957,-83.662,M/P
416,"Common Clay and Shale","Corunna Plant","Hanson Brick",Michigan,Shiawassee,42.989,-84.096,M/P
417,"Common Clay and Shale","Springfield Shale Pit","Ochs Brick Co-Brown Cty Mines",Minnesota,Brown,44.204,-94.99,M/P
418,"Common Clay and Shale","Holly Springs Mine","Holly Brick & Tile Co",Mississippi,Benton,34.794,-89.456,M/P
419,"Common Clay and Shale","Jackson Mine & Mill","Tri-State Brick & Tile Co",Mississippi,Hinds,32.357,-90.181,M/P
420,"Common Clay and Shale","Clay Mines","Delta Brick & Tile Co Inc",Mississippi,Kemper,32.988,-88.567,M/P
421,"Common Clay and Shale","Columbus Mine & Mill","Columbus Brick Co",Mississippi,Lowndes,33.584,-88.355,M/P
422,"Common Clay and Shale","Marshall County Mines                Miss","Southern Brick & Tile Co",Mississippi,Marshall,34.873,-89.674,M/P
423,"Common Clay and Shale","Jackson Pit","Boydstun Lumber Co",Mississippi,Winston,33.111,-89.017,M/P
424,"Common Clay and Shale","Winston Cty Pits","Louisville Brick Co",Mississippi,Winston,33.14,-89.079,M/P
425,"Common Clay and Shale","Ceramo Clay Pit","Ceramo Co Inc",Missouri,"Cape Girardeau",37.367,-89.667,M/P
426,"Common Clay and Shale","Kasten Clay Pit & Plant","Kasten Clay Prods Inc",Missouri,"Cape Girardeau",37.367,-89.667,M/P
427,"Common Clay and Shale","Crawford County Pits","Dillon Clay Mng Co",Missouri,Gasconade,38.1,-91.4,M/P
428,"Common Clay and Shale","Clay Pit & Plant","Glen Gery Brick",Missouri,Livingston,39.75,-93.65,M/P
429,"Common Clay and Shale","Pike Shale Mine","Holcim (Us) Inc",Missouri,Pike,39.371,-90.948,M/P
430,"Common Clay and Shale","Platte County Mo Pits","Buildex Inc",Missouri,Platte,39.5,-94.8,M/P
431,"Common Clay and Shale","Hannibal Clay Mine","Continental Cement Co",Missouri,Ralls,39.667,-91.317,M/P
432,"Common Clay and Shale","Montana City Plant","Ash Grove Cmt West Inc",Montana,Jefferson,46.465,-111.978,M/P
433,"Common Clay and Shale","Endicott Clay Pit Mine","Endicott Clay Prod Co",Nebraska,Jefferson,40.071,-97.111,M/P
434,"Common Clay and Shale","Lancaster County Mines","Yankee Hill Brick Mfg Co",Nebraska,Lancaster,40.776,-96.749,M/P
435,"Common Clay and Shale","Jersey Shale-Quarry #0","Glen-Gery Brick","New Jersey",Somerset,40.505,-74.627,M/P
436,"Common Clay and Shale","Hattie Pit And Bernalillo Cty Pits","Kinney Brick Co Inc","New Mexico",Bernalillo,35.015,-106.658,M/P
438,"Common Clay and Shale","Red Shale Mine","Garcia & Son Inc","New Mexico","San Juan",36.863,-108.414,M/P
439,"Common Clay and Shale","Sante Fe County Pits","Kinney Brick Co Inc","New Mexico","Santa Fe",35.659,-105.991,M/P
440,"Common Clay and Shale",Cohoes,"Norlite Corp","New York",Albany,42.753,-73.705,M/P
441,"Common Clay and Shale","Powell & Minnock Shale Pit","Isiklar Holding Inc","New York",Albany,42.286,-73.463,M/P
442,"Common Clay and Shale","Grosso Pit And Plant","Grosso Materials Inc","New York",Orange,41.325,-74.18,M/P
443,"Common Clay and Shale","Mt Marion","Northeast Solite Corp","New York",Ulster,42.024,-73.575,M/P
444,"Common Clay and Shale","Cabarrus Cty Pits - Hammil And Gold Hill","Hammill Constr Co Inc","North Carolina",Cabarrus,35.49,-80.372,M/P
445,"Common Clay and Shale","Chatham County Mines - Moncure","Cherokee/Sanford Crp","North Carolina",Chatham,35.598,-79.02,M/P
446,"Common Clay and Shale","Gulf Mine - Chatham County","Cherokee Sanford Group","North Carolina",Chatham,35.57,-79.301,M/P
447,"Common Clay and Shale","Gulf Mine-New Pit","Hanson Brick","North Carolina",Chatham,35.958,-79.754,M/P
448,"Common Clay and Shale","Gulf Beck Mine","Cunningham Brick Co","North Carolina",Davidson,35.878,-80.116,M/P
449,"Common Clay and Shale","Pleasant Grove Plant 1 Mine","Hanson Brick","North Carolina",Guilford,35.971,-79.775,M/P
450,"Common Clay and Shale","Pleasant Grove Plant 3 Mine","Hanson Brick","North Carolina",Guilford,35.941,-79.759,M/P
451,"Common Clay and Shale","Ita Mine","Nash Brick Co Inc","North Carolina",Halifax,36.168,-77.903,M/P
452,"Common Clay and Shale","Henderson County Mines","Boren Clay Prods Inc","North Carolina",Henderson,35.433,-82.478,M/P
453,"Common Clay and Shale","Iredell Mines","Statesville Brick Co","North Carolina",Iredell,35.744,-81.059,M/P
454,"Common Clay and Shale","Lee County Plant","General Shale Brick","North Carolina",Lee,35.499,-79.17,M/P
455,"Common Clay and Shale","Sanford Plant","Cherokee Sanford Group_LLC","North Carolina",Lee,35.526,-79.162,M/P
456,"Common Clay and Shale","Candor Mine","Taylor Clay Prod Co","North Carolina",Montgomery,35.256,-79.764,M/P
457,"Common Clay and Shale","Leaksville Mine","Solite Crp  Va Solite Crp","North Carolina",Rockingham,37.56,-77.447,M/P
458,"Common Clay and Shale","Rockingham County Pits - 3 Operations","Pine Hall Brick & Pipe Co","North Carolina",Rockingham,36.372,-79.966,M/P
459,"Common Clay and Shale","Clearwater Mine","Taylor Clay Prod Co","North Carolina",Rowan,35.592,-80.311,M/P
460,"Common Clay and Shale","Gold Hill","Statesville Brick Co","North Carolina",Rowan,36.058,-79.855,M/P
461,"Common Clay and Shale","Panther Creek Mine & Thomas Pit","Hammill Constr Co Inc","North Carolina",Rowan,35.49,-80.355,M/P
462,"Common Clay and Shale","Sampsom  Mine Ii","Hanson Brick","North Carolina",Sampson,34.976,-78.547,M/P
463,"Common Clay and Shale","Aquadale Mine","Solite Corp","North Carolina",Stanly,35.228,-80.243,M/P
464,"Common Clay and Shale","Peter Hairston Mine","Pine Hall Brick & Pipe Co","North Carolina",Stokes,36.376,-79.933,M/P
465,"Common Clay and Shale","Kendrick Mine","Hanson Brick","North Carolina",Union,35.036,-80.597,M/P
466,"Common Clay and Shale","All Clays And Pits","Hebron Brick Co","North Dakota",Morton,46.954,-102.061,M/P
467,"Common Clay and Shale",Spencerville,"Sandkuhl Tile Co",Ohio,Auglaize,40.654,-84.342,M/P
468,"Common Clay and Shale","Columbiana County Mines","Summitville Tiles Inc",Ohio,Columbiana,40.664,-80.887,M/P
469,"Common Clay and Shale","Haydite Division","Hydraulic-Press Brick Co",Ohio,Cuyahoga,41.401,-81.638,M/P
470,"Common Clay and Shale","Southwestern Portland Cement -Eastern Div","Cemex Inc",Ohio,Greene,39.82,-84.028,M/P
471,"Common Clay and Shale",Bowerston,"Clay Pipe Co  Bowerston Shale",Ohio,Harrison,40.423,-81.18,M/P
472,"Common Clay and Shale","Mohler Pit","Gen Clay Prod Crp",Ohio,Hocking,39.543,-82.397,M/P
473,"Common Clay and Shale","Clay Mine","Clark Clay Inc",Ohio,Holmes,40.54,-81.869,M/P
474,"Common Clay and Shale","Holmes Clay Division   Holmes 241","L & M Mineral Company",Ohio,Holmes,40.567,-81.909,M/P
475,"Common Clay and Shale",Hanover,"Clay Pipe Co  Bowerston Shale",Ohio,Licking,40.072,-82.246,M/P
476,"Common Clay and Shale","Iberia Pit No 1","Glen Gery Crp",Ohio,Marion,40.663,-82.865,M/P
477,"Common Clay and Shale","Medina County Pits","Gen Wadsworth  Brick",Ohio,Medina,41.056,-81.87,M/P
